State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,State Specific Comments,Source,Rate Used in Calculating State Mean and Median
Ohio,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64,2018,Medicaid & CHIP,Administrative,19.0,34,14.5,9.9,19.6,,"Rates include managed care population (5 MCOs) age 18 and older, representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications: Age 18 and Older,MPM-AD,Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64,2018,Medicaid & CHIP,Administrative,87.3,36,87.3,85.3,89.2,,"Rate includes managed care population (5 MCOs) age 18 and older, representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19-50,2018,Medicaid & CHIP,Administrative,53.8,28,52.8,48.3,54.3,,"Rates include managed care population (5 MCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 51-64,2018,Medicaid & CHIP,Administrative,55.7,27,55.1,50.1,60.1,,"Rates include managed care population (5 MCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19-64,2018,Medicaid & CHIP,Administrative,54.3,27,53.1,49.9,56.6,,"Rates include managed care population (5 MCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18-75,HPC-AD,Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18-64,2018,Medicaid & CHIP,Hybrid,49.4,27,39.8,47.3,34.7,,"Rate includes managed care population (5 MCOs) ages 18 to 75, representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 100,734. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64,2018,Medicaid & CHIP,Hybrid,85.4,38,85.3,80.5,87.2,,"Rate includes managed care population (5 MCOs) ages 18 to 75, representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 100,734. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Care of Acute and Chronic Conditions,Adult Core Set,Controlling High Blood Pressure: Ages 18-85,CBP-AD,Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled During the Measurement Year: Ages 18-64,2018,Medicaid & CHIP,Hybrid,54.3,28,57.8,50.9,63,,"Rate includes managed care population (5 MCOs) ages 18 to 85, representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 152,036. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Care of Acute and Chronic Conditions,Adult Core Set,Plan All-Cause Readmissions: Ages 18-64,PCR-AD,Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18-64,2018,Medicaid & CHIP,Administrative,0.8110,25,0.8853,1.0318,0.7822,,"Rates include managed care population (5 MCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
South Carolina,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19-64,2018,Medicaid & CHIP,Administrative,55.1,27,53.1,49.9,56.6,,Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Postpartum Care,PPC-AD,Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery,2018,Medicaid & CHIP,Hybrid,64.4,37,61.3,56.4,65.7,,"Rate includes managed care population (5 MCOs), representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles who are not enrolled in the state's Medicare-Medicaid demonstration program. Denominator is the sample size; measure-eligible population is 50,389. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment: Ages 18-74,ABA-AD,Percentage who had an Outpatient Visit with a BMI Documented in the Medical Record: Ages 18-64 Years,2018,Medicaid & CHIP,Hybrid,79.6,35,82,43.3,89.3,,"Rate includes managed care population (5 MCOs) ages 18 to 74, representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 610,956. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening: Ages 50-74,BCS-AD,Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50-64,2018,Medicaid & CHIP,Administrative,53.2,41,54.6,50.9,59.1,,"Rate includes managed care population (5 MCOs) ages 50 to 74, representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21-64,CCS-AD,Percentage of Women Screened for Cervical Cancer: Ages 21-64,2018,Medicaid & CHIP,Hybrid,58.1,40,56.1,50.2,61,,"Rate includes managed care population (5 MCOs), representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 487,890. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women Ages 21-24,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24,2018,Medicaid & CHIP,Administrative,63.5,38,60.8,55,67.2,,"Rate includes managed care population (5 MCOs), representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by a certified HEDIS auditor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA/FUM-AD,Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,30.2,31,38.4,30.2,49.3,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA/FUM-AD,Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,49.9,31,54.5,45.3,59.3,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA/FUM-AD,Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,35.5,30,11.7,6.4,17.9,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA/FUM-AD,Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,43.9,30,17.1,10.7,27.5,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64,2018,Medicaid & Dual Eligibles,Administrative,18.9,43,38,30.5,51,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64,2018,Medicaid & Dual Eligibles,Administrative,39.5,42,58.6,51.1,67,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,35.6,32,38.8,36.3,41.5,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,5.5,32,11.6,7.7,15.3,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Opioid Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,36.1,32,46.3,38.4,56.7,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Opioid Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,5.9,32,25.4,13.6,35.6,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,35.9,32,38.5,34.7,40.9,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,5.4,32,11.2,8.7,13.3,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,35.9,34,40,36.2,43.7,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,5.6,34,14.5,9.9,19.6,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications: Age 18 and Older,MPM-AD,Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,80.1,36,87.3,85.3,89.2,,Rate includes FFS and PCCM populations. Rate excludes home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19-50,2018,Medicaid & Dual Eligibles,Administrative,52.1,28,52.8,48.3,54.3,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 51-64,2018,Medicaid & Dual Eligibles,Administrative,54.5,27,55.1,50.1,60.1,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19-64,2018,Medicaid & Dual Eligibles,Administrative,53.0,27,53.1,49.9,56.6,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,72.9,38,85.3,80.5,87.2,,Rate includes FFS and PCCM populations. Rate excludes home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Care of Acute and Chronic Conditions,Adult Core Set,Plan All-Cause Readmissions: Ages 18-64,PCR-AD,Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,0.3759,25,0.8853,1.0318,0.7822,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Care of Acute and Chronic Conditions,Adult Core Set,PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older,PQI05-AD,"Inpatient Hospital Admissions for Chronic Obstructive Pulmonary Disease (COPD) or Asthma per 100,00 Beneficiary Months: Ages 40-64",2018,Medicaid & Dual Eligibles,Administrative,56.1,25,94.5,112.5,56.7,,Rate includes FFS and PCCM populations. Rate excludes home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Care of Acute and Chronic Conditions,Adult Core Set,PQI 08: Heart Failure Admission Rate: Age 18 and Older,PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Beneficiary Months: Ages 18-64",2018,Medicaid & Dual Eligibles,Administrative,24.8,25,24.8,34.6,19.1,,Rate includes FFS and PCCM populations. Rate excludes home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Care of Acute and Chronic Conditions,Adult Core Set,PQI 15: Asthma in Younger Adults Admission Rate: Ages 18-39,PQI15-AD,"Inpatient Hospital Admissions for Asthma per 100,000 Beneficiary Months: Ages 18-39",2018,Medicaid & Dual Eligibles,Administrative,13.3,26,6.8,8.6,4,,Rate includes FFS and PCCM populations. Rate excludes home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: Postpartum Women Ages 21-44,CCP-AD,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 21-44,2018,Medicaid & Dual Eligibles,Administrative,4.2,29,10.6,7.7,12.8,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: Postpartum Women Ages 21-44,CCP-AD,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 21-44,2018,Medicaid & Dual Eligibles,Administrative,12.8,29,39.4,32.2,45.7,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: Postpartum Women Ages 21-44,CCP-AD,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 21-44,2018,Medicaid & Dual Eligibles,Administrative,1.4,29,0.8,0.4,1.9,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: Postpartum Women Ages 21-44,CCP-AD,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 21-44,2018,Medicaid & Dual Eligibles,Administrative,3.8,29,12.9,8.5,15.3,,Rates include FFS and PCCM populations. Rates exclude home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Postpartum Care,PPC-AD,Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery,2018,Medicaid & Dual Eligibles,Administrative,21.2,37,61.3,56.4,65.7,,"Rate includes FFS and PCCM populations. Rate excludes home- and community-based services waiver enrollees. The majority of the state's providers use global codes for prenatal and postpartum visits and these claims are excluded from the rate because they do not include the information needed to calculate the numerator. As a result, the rate is underestimated. State's rate with global billing codes included is 68.1 percent.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment: Ages 18-74,ABA-AD,Percentage who had an Outpatient Visit with a BMI Documented in the Medical Record: Ages 18-64 Years,2018,Medicaid & Dual Eligibles,Administrative,10.5,35,82,43.3,89.3,,Rate includes FFS and PCCM populations. Rate excludes home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening: Ages 50-74,BCS-AD,Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50-64,2018,Medicaid & Dual Eligibles,Administrative,43.5,41,54.6,50.9,59.1,,Rate includes FFS and PCCM populations. Rate excludes home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21-64,CCS-AD,Percentage of Women Screened for Cervical Cancer: Ages 21-64,2018,Medicaid & Dual Eligibles,Administrative,44.3,40,56.1,50.2,61,,Rate includes FFS and PCCM populations. Rate excludes home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women Ages 21-24,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24,2018,Medicaid & Dual Eligibles,Administrative,61.1,38,60.8,55,67.2,,Rate includes FFS and PCCM populations. Rate excludes home- and community-based services waiver enrollees.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Behavioral Health Care,Adult Core Set,Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA/FUM-AD,Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,43.9,31,38.4,30.2,49.3,,"Rates include managed care population (16 CCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population. State was unable to report rates for follow-up after ED visits for alcohol and other drug abuse or dependence for FFY 2018.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Behavioral Health Care,Adult Core Set,Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA/FUM-AD,Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,59.0,31,54.5,45.3,59.3,,"Rates include managed care population (16 CCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population. State was unable to report rates for follow-up after ED visits for alcohol and other drug abuse or dependence for FFY 2018.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Behavioral Health Care,Adult Core Set,Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA/FUM-AD,Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,NR,30,11.7,6.4,17.9,NR = State did not report the measure for this population,"Rates include managed care population (16 CCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population. State was unable to report rates for follow-up after ED visits for alcohol and other drug abuse or dependence for FFY 2018.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Behavioral Health Care,Adult Core Set,Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA/FUM-AD,Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64,2018,Medicaid & Dual Eligibles,Administrative,NR,30,17.1,10.7,27.5,NR = State did not report the measure for this population,"Rates include managed care population (16 CCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population. State was unable to report rates for follow-up after ED visits for alcohol and other drug abuse or dependence for FFY 2018.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oregon,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64,2018,Medicaid & Dual Eligibles,Administrative,85.3,43,38,30.5,51,,"Rate includes managed care population (16 CCOs), representing 82 percent of the population. Rate excludes FFS population, representing 18 percent of the population. Rate includes additional procedure codes for follow-up visits (90846, H2021, H2022, T1016), which reflect coordinated care integrating physical and mental health services. Denominator excludes discharges followed by direct transfer to adult mental health residential services, using procedure code T1020 with modifier HK, HE, or TG. State was not able to report the 30-day follow-up rate for FFY 2018.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
